面倒い,6
面倒,6
面倒臭い,6
面目無い,15
盲愛,10
申し分ない,7
申し訳ない,2
燃え尽きる,15
もじもじする,15
悶え,1
悶える,1
もどかしい,18
もどかしがる,18
もどかしさ,18
物哀れ,9
物憂い,15
懶い,15
懶さ,15
物怖じ,1
物恐ろしい,1
物思い,11
物悲しい,2
物悲しさ,2
物淋しい,2
物寂しい,2
物騒がしい,6
物足りない,6
物足りなさ,6
貰い泣き,2
文句を言う,6
悶絶,1
悶悶,1
喧しい,6
やきもき,18
焼き餅を焼く,18
妬く,18
自棄糞,18
灼け爛れる,2
妬ける,18
灼ける,2
安らか,0
安らかさ,0
安らぎ,0
安らぐ,0
ヤダー,15
やっかい,6
やっかみ,6
やっかむ,6
躍起,18
ヤッター,5
八つ当たり,18
破れかぶれ,18
野暮ったい,6
疚しい,15
やむ無い,7
やむを得ない,7
ややこしい,6
遣り切れない,7
遣る瀬ない,7
遣る瀬なさ,7
やれやれ,3
友愛,0
憂鬱,15
憂鬱感,15
憂患,11
友誼,10
憂苦,15
友好,10
憂国,15
憂思,15
憂愁,2
幽愁,15
憂色,15
憂心,15
友情,10
悠然,0
悠長,0
憂憤,18
憂悶,11
勇躍,8
悠悠,0
悠悠閑閑,0
悠揚,0
憂慮,15
愉悦,5
愉快,14
揺さ振る,7
揺す振る,7
愉楽,5
揺らぐ,7
揺らめく,7
ゆらゆら,0
ゆらり,0
揺るがす,13
揺るがない,10
揺るぎ無い,10
揺るぐ,15
揺れ,15
揺れる,7
好い感情を持つ,10
好い気持ちがしない,18
好い気持ちはしない,18
好い心持ち,10
好い心持ちはしない,18
酔う,10
良かった,5
好く,10
抑鬱,15
欲情,10
邪,15
横恋慕,10
慶福,0
好,10
よっしゃ,5
余憤,18
喜ばしい,5
喜ばしい訳はない,18
喜ばしさ,5
喜,5
喜び,5
喜び狂う,5
喜ぶ,5
弱り切る,15
弱り果てる,15
弱る,15
楽,14
落胆,18
楽ちん,5
落莫,2
楽楽,5
落涙,2
ラッキー,0
理屈っぽい,6
離愁,2
立腹,18
慄然,1
溜飲が下がる,0
良好,0
良心が痛む,9
慮外,13
旅愁,15
ルンルン,5
冷静,0
恋愛,2
恋情,2
廉恥,15
憐憫,9
恋慕,10
恋恋,7
労苦,1
狼狽,1
我がまま,6
沸き返る,8
沸き立つ,8
惑溺,13
惑乱,15
わくわく,14
煩い,6
煩う,6
煩わしい,6
煩わす,6
蟠り,6
蟠る,6
わっ,13
戦慄き,1
戦慄く,1
わなわな,1
詫びしい,2
佗びしい,2
佗びしがる,2
佗びしさ,2
詫びる,2
笑い,14
笑い顔,14
笑う,14
悪い,15
悪い気がしない,14
悪賢い,6
悪びれる,15
我を忘れる,10
わぁ,13
わーい,5
